ID,Time,Title,Category,Salary,Company,Company Reviews,Company Rating(out of 5),Url,Location,Description,min_experience,max_experience,short_type
820,30+ days ago,Senior Data Analyst (Tableau & Python),Data Analyst,,Hillman Ross,,,https://www.indeed.hk//rc/clk?jk=8cb36337e5d7610b&fccid=619397f1d2f36501&vjs=3,Hong Kong,"Hong KongPermanentContract Type: Permanent

Location: Hong Kong, Hong Kong

Industry:
Information Technology

Salary: Negotiable

Reference: 3891_1547178270

Contact Name: Lawrence Yeung

Contact Email: Lawrence.Yeung@hillmanross.com

Job Published: February 01, 2019 11:41
Job Description
Our client is a global digital media corporation. They are now looking for Senior Data Analyst for the new BI projects, so as to automate the reporting and tracking of the client's multi-channel performance. Besides, you will use python for multiple data science initiatives as well
We are now seeking for a SENIOR DATA ANALYST (TABLEAU & PYTHON)
RESPONSIBILITIES
Work closely with date engineering team to build ETL pipelines on cloud platform
Generate automated weekly reporting on various KPIs via Tableau
Perform ad-hoc analysis on multiple reporting metrics: CPA/ CAC, LTV, NPV, ROI, etc
Own and manage multiple initiatives to develop and automate tracking mechanisms to measure multi-channel performance both regularly and on an ad-hoc basis
Support data science and analytics initiatives on AI and machine learning, such as NLP and clustering model for customer retention strategy
Work closely across multiple teams to understand their information needs and ensure strategy and developed solutions fit evolving needs
Collaborate with engineering to shape and drive tactical and strategic development of data infrastructure, reporting and analytical applications
QUALIFICATIONS
Bachelor Degree in Business, Economics, Finance or Computer Science
At least 3 years of analytical experience with high data volume environments, preferably in software, internet, media industry. Consulting experience is a plus
Strong experience in data visualization with BI tools, such as Tableau and Qlikview
Strong database experience including proficiency in SQL and Python.
Knowledge of Hive, No-SQL, Hadoop, Graph or other data applications and related languages a plus
Demonstrated experience and strong track record in developing and delivering reporting and analytics to senior management in a demanding business environment.
Demonstrated superior performance in prior roles with increasing levels of responsibility and independence; demonstrated ability to handle multiple projects and drive complex operational and strategic initiatives.
APPLY FOR THIS JOB
Interested candidate please CLICK apply button to apply online or send your resume in MS word format to Hillman Ross Recruitment Solution Professional
For more information please contact Vincent Chou +852 2986 1982
Please note that only shortlisted candidate will be notified. All information will be treated in strict confidence and solely used for recruitment purposes.",3,3,DA
821,30+ days ago,Data Analyst (1 - 3 years experience),Data Analyst,,Kelly Services,,3.9,https://www.indeed.hk//rc/clk?jk=71b31a3f4a0f4255&fccid=26a0583287ba1940&vjs=3,Hong Kong,"Hong KongPermanentThe Job:
As the team members of our Customer Management Team, the jobholders will be responsible for perform ing target database list generation, data extraction, campaign tracking, support ing database development, business performance reporting, customer data analyses that enables Business Units to grow and retain their customer base , and to provide fact-based data driven insights on customer behavior and lifetime value .
Major job duties include data extraction on demand to fulfill marketing programs’ requirements, reports preparation relating to business performance/service usage, customer analyses, and statistical modeling. You are also required to perform campaign tracking, assist in execution of standard data mapping jobs, verify data sets and conduct user acceptance test of in-house-developed applications.
The Person:
University graduate in Computer Science, Information Technology, Data Accessing & Manipulating, Statistics or relevant discipline
1 - 3 years ’ working experience in programming, data extraction, MIS
Proficiency in relational databases, SQL, SAS and FoxPro , with k nowledge and experience on Cognos & Excel
Technical knowledge on different server operating systems is preferred
Good analytical and problem solving skills , a ble to work under tight timeline
Self-motivated and able to accomplish multiple tasks with minimal supervision
Good interpersonal and communication skills and able to work with people at all levels
Good command of both spoken and written English
Candidate s with more experience will be considered for the position of Senior Customer Data Analyst",3,3,DA
822,30+ days ago,Business/ Data Analyst (Finance) (1-Year Contract),Data Analyst,,APASS International,,,https://www.indeed.hk//rc/clk?jk=090b8b9ea1fecdd5&fccid=f55e3ef53de5d677&vjs=3,Hong Kong,"Hong KongOur client is a contemporary and fast-growing accessory brand with proven track record, who is looking for a Business/ Data Analyst (Finance) to join their regional team. This is a great opportunity for candidates who has a great desire to develop their career in a growing brand.
Industry: Accessory

Responsibilities
To support Regional Financial Planning & Analysis team and be responsible for data extraction, analysis and reporting;
To consolidate relevant data and material for monthly/ quarterly reporting purpose;
To provide support on projects if necessary.

Requirements
Degree holder, education background in Accounting/ Finance/ Business Administration is an advantage;
2 years’ experience in business analysis/ financial data management, preferably in MNC/ retail industry; experience in watch & jewelry/ fashion & accessory sector will be an advantage;
Fluent written and spoken English and Chinese;
Proficient in the use of MS Office Application; knowledge in other finance system will be an advantage;
Good analytical, organization and consolidation skills with strong figure sense;
Detail-minded, responsible and able to work in a fast-paced environment.

Salary Range
Negotiable

Our client offers a comprehensive package with fringe benefits. If you are interested, please send your resume together with your current salary, expected salary, and date of availability to our email professional@apass.com.hk or via “Apply Now”. Only short-listed candidates will be notified. Personal data collected will be used for recruitment purpose only.",2,2,DA
823,4 days ago,"Data Analyst, Sales & Merchandising (Retailing) 25K",Data Analyst,,Besway Asia Limited,,,https://www.indeed.hk//rc/clk?jk=29c18db1f1dc48df&fccid=3d596fc9425a47e6&vjs=3,Hong Kong,"Hong KongWE THINK Employers and Employees need a bridge to communicate and get in touch with each other, and Bewsay Asia, is this great bridge. WE BELIEVE a trustful bridge must has strong piers, our experienced and helpful consultants, are the strong piers to Besway. Besway Asia Limited is a leading Recruitment Consultancy specializing in recruitment for all levels positions and industries including but not limited to Manufacturing, Trading, IT, Retailing, Engineering, Constructions, Finance, Banking, etc. Our Consultants have spent more than 10 years building our reputation in the executive recruitment industry. With multi-lingual teams in each of our specialist markets based in Asia Pacific and we are well placed to support the international growth of our clients and to provide global opportunities for our candidates. (www.beswayasia.com)
Our client, one of the famous apparel manufacture group, is now looking for: Data Analyst

Responsibilities:
Conduct sales statistics and analysis, and prepare daily, monthly and annual reports
Build business indicator systems, support business decisions by using dashboards generated by BI tool

Requirements:
Degree holder in Business, Statistics, Data Analysis or any other relevant discipline
Minimum 2-3 years working experience in retail and e-commerce
Knowledge of SQL/ Python/R / Tableau / Power BI is preferable
Good command of written and spoken English, Cantonese and Mandarin
Occasional travelling to PRC or overseas is required Interested parties please click Apply Now to apply job.",0,3,DA
824,30+ days ago,Data Analyst (Banking),Data Analyst,,Kelly Services,,3.9,https://www.indeed.hk//rc/clk?jk=73f44c173613b8d1&fccid=26a0583287ba1940&vjs=3,Hong Kong,"Hong KongOur client is a global well-known bank, which provides a range of banking products for business and personal needs. They are currently sourcing the talents for Data Analyst position.
Responsibilities:
Assist the project to meet the target timeframe, milestones and monitor the overall completion of individual processes to ensure that these processes are performed as intended and in a timely manner
Work closely with partners across business units to understand project requirements, timely delivery and partner communication across the various levels in the organization
Plan and Prioritize of requests with business users and manage internal resources
Provide ideas and suggestions for continuous improvement
Interact and present results to business and management
Requirements:
Bachelor degree or above in Computer Science, Data Science, Economics, Business Administration with expertise in Business Intelligence and data manipulation/extraction from huge / complex databases using SAS / SQL are required (SAS hands- on experience is a must.)
At least 3 years of banking industry experience with sound knowledge on all consumer banking products
Proven track record of developing & maintaining strong internal and external relationships
Strong analytical aptitude, attention to detail and logical reasoning ability
Strong presentation and communication skills
To apply for this position, please send your full résumé in word format indicating the reference number and title to contract @kellyservices.com.hk
If you are not contacted by our consultants within 2 weeks, please consider your application unsuccessful. All applications will be treated in strict confidence, and used for recruitment purposes only in accordance with Kelly Services Hong Kong Limited’s Privacy Notice.",3,3,DA
825,30+ days ago,Customer Data Analyst - Top Tier Property Developer,Data Analyst,,Michael Page,244,3.4,https://www.indeed.hk//rc/clk?jk=f404936c1618d73f&fccid=77087bd1709a8148&vjs=3,Hong Kong,"Hong KongPermanentFunction:IT
Specialisation:IT Data Analysis
Industry:Property
Location:Hong Kong
Contract Type:Permanent
Consultant name:Stephanie Jim
Consultant phone:+852 3602 2442
Job Reference:4045111",,,DA
826,2 days ago,Data Analyst / Programmer / Consultant (Entry / Middle / Senior level),Data Analyst,,Synocode Group Limited,,,https://www.indeed.hk//rc/clk?jk=013a1f63a1a153d5&fccid=554192e96d600d3e&vjs=3,Hong Kong,"Hong KongOur Vision: Connect Design, Business Strategy, Data Insight and Creativity with technology SynoCode is an authorised Qlik and Jedox Solution Partner in Hong Kong. We implement Data Discovery and Visualization solutions by Qlik (including Qlikview, Qlik Sense, GeoAnalytics and NPrinting) to our customers; We also contribute planning and budgeting in Jedox EPM software. Data are come with different ERP system, POS system; from different data sources (Excel), Social Media Connections (Facebook, Google Analytics) and Big Data system.
We combine design, business strategy, data insight, creative thinking and latest technology in line with tailor-made functions of making the solution in web and mobile platform in Hong Kong and Greater China.

SynoCode is an authorised Qlik and Jedox Solution Partner in Hong Kong.
We implement Data Discovery and Visualization solution with Qlik (Qlikview, Qlik Sense, GeoAnalytics and NPrinting) to our customers; We also contribute planning and budgeting in Jedox EPM software.
To be our Data Analyst / Programmer / Consultant, you need to be eager to learn in a fast change environments and capable to solve the problem independently, sometimes, you need to seek the solution by your own.
You will learn how to interact with both business and technical users. You need to analyze users’ requirements and develop the analysis dashboard. The whole process will include data extraction, data modelling, reporting, predictive, analysis, planning etc.

Requirements:
Tertiary education (non-Degree holders are also welcome)
1-2 years hands on experience on reporting would be a preference
Good at Mathematics and logical thinking
Programming skill (such as JavaScript, Python, C#, Java, VBA, SQL)
Experience of RDMS (Oracle, DB2, MSSQL etc)
Data Modelling is preferable, ETL, Relational Algebra
Understand Network/Web Architecture is advantageous
Polite, Good languages and communication skill
Understand business, finance process and analysis
Overseas applicants are also welcome Candidates would be considered as Senior Consultant or Consultant / Data Analyst / Programmer according to experience and qualifications. We offer a competitive remuneration package with 5-day work week, medical insurance, performance bonus, travel and also transportation allowance with a friendly-energetic working environment to the right candidate. Interested parties please send your full resume with current and expected salary by clicking Apply Now for application.",2,2,DA
827,10 days ago,Data Analyst/ Assistant Data Analyst,Data Analyst,,STA Pacific Limited,,,https://www.indeed.hk//rc/clk?jk=2534463db70d18cb&fccid=8d584d190968a455&vjs=3,Hong Kong,"Hong KongHelping You Achieve Your Career Goals.

STA is a premier executive search and selection consultancy, specializing in talent acquisition for senior, middle and specialist level positions across Asia Pacific in Consumer, Life Sciences Medical, Hospitality, ITT as well as other technology sectors.

We pride ourselves with a team of professionally qualified consultants and researchers that have fulfilled positions at various levels for global multinationals. We are always ready to share with you expert knowledge in your industry, market outlook and client requirements to help you develop your career path and achieve your goals.

Rest assured that we respect your privacy and keep all information sent to us confidential. We always ask your permission before sending a resume to a client.

Our client is a large enterprise with regional presence. With their current expanding, they are now looking for high calibre candidates to join their Data Analyst team.

Responsibilities:
Prepare performance reports and formulate commission scheme

Provide quantitative analysis and data reports for management

Conduct business revenue forecast and budget plan

Requirements:
Degree in Statistics / BBA/ IT or related discipline

Minimum 2years of relevant experiencein data analysing

Proficient in MS Excel Pivot Table, VLookup, VBA

Familiar with SQL/ SAS/ Tableau

Good sense of business acumen

Excellent command of both verbal and written English and Chinese

Please click Apply Now to submit your application.

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time",2,2,DA
828,13 days ago,Systems Analyst (Big Data Analytic / Chatbot / Machine Learning & AI / IoT / Native Apps),Data Analyst,,EDPS SYSTEMS LIMITED,,,https://www.indeed.hk//rc/clk?jk=0c634564632850b1&fccid=ed9cb268fc110970&vjs=3,Hong Kong,"Hong KongEDPS Systems Ltd., a prestigious IT company in providing quality contract manpower to Government and major corporations, is urgently looking for high calibre professionals.

Responsibilities :
Contract to a government department as a member of a newly formed delegated IT team to support corporate intelligence (CO-i) development which aims at enhancing the operational efficiency. The core of the proposed CO-i development is a big data bank with linkage to various application systems to facilitate the Architectural Intelligence, including integrated project management platform, advanced asset information system integrated with BIM, mobile platform for construction site supervision and work flow digitalization, etc. The core big data bank will provide efficient and reliable source of information to facilitate data analysis to continue improve work process. On the other hand, the proposed CO-i development will also provide and integrated platform to interface with other external systems to support the smart city initiatives together with the existing IT team to provide software development and maintenance services to users.

Responsible for implementing or supervising activities in delivering or management of CO-i system and services planning and participating in information technology promotional and advisory activities.

Requirements:
Degree/Higher Diploma holder in Computer Science or equivalent;
Minimum 4 years of IT working experience;
Minimum 1 year experience as Systems Analyst or similar capacity;
Candidates are required to have experience in System Implementation and Maintenance/Support;
Candidates with experience on the analysis, design and development of the following applications / systems will be preferred: -
Big Data Analytic;
Chatbot;
Machine Learning and Artificial Intelligence;
Internet of Things (IoT);
Native Apps under iOS and Android Platforms;
Enterprise Application Integration;
IT Service Management.
Good communication and interpersonal skills.

Interested parties please send detailed resume with present/expected salary to HR Department.
Address: Room 1202, 12/F, Harcourt House, 39 Gloucester Road, Wanchai, Hong Kong.
Tel: 2838-6813
Fax: 2838-6776",1,4,DA
829,30+ days ago,Analyst Programmer (Data Analytics) - up to 35K,Data Analyst,,KOS International Limited,,,https://www.indeed.hk//rc/clk?jk=b7170074e217e8eb&fccid=aa207b9300cdbd0f&vjs=3,"Wan Chai District, Hong Kong Island","Wan Chai District, Hong Kong IslandPermanentJob Description
About the Client:
Our client is a one-stop solutions integrator in Hong Kong with a need to hire an Analyst Programmer, responsible to build enterprise Big Data Analytics and AI blueprint to support Digital Transformation.
About the Role:
As an Analyst Programmer, you will build enterprise Big Data Analytics and AI blueprint across departments to define analytical strategy. You will handle Data Processing for 5G, iOT, Telecom and financial data to support Digital Transformation. You will take part in evaluation, selection and implementation of tools for data integration, analytics, machine learning and visualisation.
The Successful Applicant:
Degree holder in Computer Science, Information System, Statistics, Mathematics or related disciplines.
2-5 years of experience with Data Analytics or Data Warehouse.
Extensive exposure to ETL tools (IBM Datastage) and Data Visualisation platforms.
Knowledge of Hadoop Big Data platforms (Spark or Scala) and Interface with AI Chatbot is preferred.
Candidates with less experience will be considered as Senior Programmer.",5,5,DA
830,18 days ago,Senior Data Analyst / Data Analyst (HKD 350 - 450K),Data Analyst,,Premium Partner Limited,,,https://www.indeed.hk//rc/clk?jk=8a8d25012cfe81dc&fccid=14cde6e5bf425256&vjs=3,Hong Kong,"Hong KongPremium Partner provides permanent, contract and secondment placement service. We partner with fortune 500 companies, listed Co. and high quality boutique firms.
Premium Partner aims to maintain long term partnership with job seekers, our consultants will provide career planning advice, share industry market information and match the dream job with job seekers.
To know more please click: www.pp

Our client, a MNC, is now seeking a high caliber data analyst candidates to join their business team:

Senior Data Analyst / Data Analyst

Responsibilities

Perform in-depth analysis of sales & marketing related data
Prepare reports and give insights to senior management

Requirements:

Degree holder in Information Technology / Statistic / Business or related discipline
5 years or above data analyst experience, preferred in business / sales and marketing related data
Experience in SQL programming OR .net programming preferred
Strong analyst, presentation and reporting skills
Good team player and able to work in muti-tasks
Good command in both English and Mandarin
Candidates with more experience will be considered as Senior Data Analyst

Candidates interested, please click ""Apply Now""

All personal data collected will be for recruitment purpose only.

",5,5,DA
831,6 days ago,"Systems Analyst / Senior Analyst Programmer - Data mapping, Data warehousing, SQL",Data Analyst,,George Samuel Associates Ltd.,,,https://www.indeed.hk//rc/clk?jk=56d1063c1933cf53&fccid=5c9f0be94ebaea21&vjs=3,Hong Kong,"Hong KongWe are an executive search and recruitment organization specialising in recruiting I.T. professionals for our clients. Our major core business includes recruiting I.T. permanent and direct contract staff for our clients, as well as providing I.T. agency (secondment) contract staff services to our clients.

Our client base includes major international and local banks, finance institutions, insurance companies, multi-nationals, software vendors, and government projects.

(employment agency licence No. : 57480)

Title : Contract Systems Analyst / Senior Analyst Programmer - Data mapping, Data warehousing, SQL :

Responsibilities:
Responsible for supporting the implementation of data warehousing systems under SQL/Oracle platform
Coordinate with user management, training and application support, including user inquiries and problem solving
Work closely with internal business units to facilitate project completion
Document or support documentation review of process or Provide production support on day-to-day issues
Conduct unit test and system test to ensure all deliverables are in good quality

Experience and Education:
University degree in Information Technology, Computer Science or equivalent
4 to 8 years experience in IT and banking industry, ideally with data mapping and data warehousing applications
3+ years’experience in using SQL, and / or with Oracle (not a must).
Experience in interacting with lines of business and clients.
Strong interpersonal and negotiating skills and an ability to work under pressure
Self-motivated and possess strong leadership, communication, analytical,problem solving, organizing and project management skills Ability to work independently, under pressure and proactively in a fast-paced environment with

Fluent written and spoken Chinese and English

----------------------------------------

Please sumbit your resume together with your availability and expected salary in ""Word format"" to :

Mr. Samuel Lam
email : itjob@gsamuel.com.hk

( NOTE : Personal Data and resumes provided by job applicants will be used strictly for recruitment purpose and will be kept confidential. )

(employment agency licence No. : 57480)",8,8,DA
832,30+ days ago,C#.Net/ SQL System Analyst - CRM/ Data Warehouse/BI - HK$28-33k,Data Analyst,,Michael Page,244,3.4,https://www.indeed.hk//rc/clk?jk=62c550e0028cd130&fccid=77087bd1709a8148&vjs=3,Hong Kong,"Hong KongPermanentFunction:IT
Specialisation:IT Development
Industry:Technology & Telecoms
Location:Hong Kong
Contract Type:Permanent
Consultant name:Jacky Chan
Consultant phone:+852 2848 9562
Job Reference:4008826",,,DA
833,7 days ago,(Senior) Marketing Data Analyst,Data Analyst,,UBM Asia Limited,2,2.5,https://www.indeed.hk//rc/clk?jk=5902a6de65c56f76&fccid=d230338e52ff5f04&vjs=3,Hong Kong,"Hong KongPermanentOwned by UBM plc listed on the London Stock Exchange, UBM Asia is the largest trade show organiser in Asia and the largest event organisers in China, India and Malaysia. Established with its headquarters in Hong Kong and subsidiary companies across Asia and in the US, UBM Asia has a strong global presence in 25 major cities with 36 offices and over 1,600 employee. We have over 200 employee based in Hong Kong.

With a track record spanning over 30 years, UBM Asia operates in 11 market sectors with over 290 events, 28 targeted trade publications, 18 round-the-clock online products for over 2,000,000 quality exhibitors, visitors, conference delegates, advertisers and subscribers from all over the world. We provide a one-stop diversified global service for high-value business matching, quality market news and online trading networks.

UBM Asia was awarded Asias Most Reliable Trade Show Organizer Award in Hong Kongs Most Valuable Companies Awards (HKMVCA) 2016.

Job Highlights

Manage organize database; Identify patterns

Develop data management process and logic

Degree holder with 3 years in data analytics mgt

Job Description

ROLE SUMMARY:
Informa Markets (Food Building team) seeks a customer-focused, diligent calibre to take up the position of (Senior) Marketing Data Analyst. We run a couple of well-known international B2B trade shows in the market, inclusive HOFEX, ProWine Asia, Retail Asia Expo, Restaurant Bar etc.This role will be managing and organizing marketing data for effective and targeted marketing programs.

PRINCIPAL DUTIES AND RESPONSIBILITIES:
Manage the collection and analysis of marketing data captured across channels and databases

Identify timely, meaningful and business-centric insights that will inform our targeting strategy and raise effectiveness in marketing spending

Provide findings and generate reports that answer complex business questions in a visual way

Lead the development of an enhanced marketing data management process through advanced techniques and tools to raise operational efficiency and sustainability

Partner closely with marketing team to facilitate the execution of marketing campaigns and outreach programs

Support other general marketing tasks as per assigned

POSITION REQUIREMENTS:
Degree holder in Marketing Analytics / Statistics / Computer Science/ Information Technology / e-Commence/ e-Marketing or related disciplines

3 years of experience in managing marketing data, CRM, Business Intelligence, etc

Solid knowledge in digital marketing analytics and BI tools, Excel, Power-point, etc

Strong data and analytical skills, fast learner who is proactive, logical, meticulous, creative and detail-minded

Good command of English and Chinese

Able to work independently and efficiently under pressure

Able to multi-task and complete projects efficiently under tight deadlines

Good interpersonal skills and a good team player

Interested parties please click Apply Now to apply job

Full-time,Permanent",0,3,DA
834,30+ days ago,"product data analyst, middle operation - european bank",Data Analyst,,Randstad,,3.7,https://www.indeed.hk//rc/clk?jk=8d8b18d412cbe735&fccid=f8b265243da9f9d7&vjs=3,Hong Kong,"Hong KongPermanentabout the company

Our client is a leading corporate and investment banking group with strong presence in HK.



about the job
As part of the Middle Office, you will participate in Daily management of the Market Data
Creation of different instruments and data control in the referential data base and several FO/BO systems, management of event/corporate actions affecting the stock of instruments, requests raised by application users
Improvement of the Market Data quality within the bank. Based on the analysis of the current process of data collection, control and data distribution, you will work on process optimization.
Serve as a supportive middle office support Credit activity
Good knowledge of the market financial products, knowledge of Front to Back architecture and dedicated information systems, project management, communication

skills & experiences required
University degree with 2 years of experience
Technical Skills: Bloomberg ; Reuters, MO Pack-Office (PWT, Excel)
Good analytical, organizational and interpersonal skill, ability to intervene in several sensitive systems
Excellent communication skills
Able to work independently with minimal supervision
Self-motivated and excellent team player
Possess strong analytical skills and problem solving skills
Strong perseverance and diligence towards attaining goals and effective time management
Fluency in English – Mandarin is a plus
Proficiency in Microsoft Excel, Word and other PC applications

To apply online, please click on the link below. Alternatively, for a confidential discussion please contact Shirley Shao on + 852 2232 3414 or email: shirley.shao@randstad.com.hk",2,2,DA
835,30+ days ago,"Analyst Programmer, Data Warehouse",Data Analyst,,Pacific Careers,,,https://www.indeed.hk//rc/clk?jk=5bb07ff080c932b7&fccid=8aa104e7f8db0cd3&vjs=3,Hong Kong,"Hong KongRequirement :
Responsibilities:

Communicate with users to collect and understand user requirements

Perform ETL development using data warehouse softwares

Perform data migration and performance tuning

Perform quality assurance to ensure all deliverables are in good quality

Plan and conduct system integration test and assist user to perform user acceptance test

Provide support for system implementation

Provide system support, including user inquiry and problem solving

Work under team leader and communicate with teammates and vendors


Requirements:

University graduate in Computer Science, Information Technology or related disciplines

Minimum 3 years experience in projects related to BI reporting or data warehousing, preferably gained in banking industry.

Hands-on experience with ETL processes and BI tools like IBM DataStage and IBM Cognos.

Experience in SAS, SAP BO, OBIEE will also be considered

Hands-on experience in Oracle DBMS and RDBMS

Experience in IBM Netezza database is preferrable.

Experience in application development using JavaScript, HTML, etc.

Familiar with different bank products and corresponding features.

Strong project management, business analytical and communication skills

Good problem solving capability, able to work independently and under pressure

Can work independently",3,3,DA
836,30+ days ago,SAP Master Data Analyst (Contract),Data Analyst,,NeoMas Professional Services,,,https://www.indeed.hk//rc/clk?jk=1d6653536b548528&fccid=64c11f6ac82d674b&vjs=3,Hong Kong,"Hong Kong1-3 yrs Experience
20-30K
Responsibilities:
The SAP Master Data Analyst manages and administers customer / article / vendor data across the enterprise, ensuring high levels of metadata, data quality, integrity, availability, accuracy, completeness, consistency and privacyResponsible for standardizing data naming, establishing consistent data definitions, monitoring / auditing the data qualityDrive Data Governance. Establish governance guidelines and principles. Lead and facilitate the creation of governing principles to guide decision making and help to ensure that the optimal governance structure are in placeIdentify, analyze and report / resolve data issue, related to uniqueness, integrity, accuracy, consistency and completenessEstablish data profiling techniques for data patterns and metric / benchmark reporting to derive actionable insightEstablish and maintain the data dictionaryProvide recommendations to address and resolve business issue for a specific business group

Requirements:
Degree or about in related discipline1-3 years of total experience in multiple disciplines such as process analysis, business process cycles1 year experience in hands-on implementation of SAP ERP Master Data is preferredFamiliar with Data Management Capabilities such as Data Governance, Data Quality and Master Data ManagementExperience in defining master data structures, sources to target, mapping, business rules and definitions is a plusExperience with Data Warehousing SystemsProficient in English and Mandarin",1,3,DA
837,30+ days ago,HR Data Analyst,Data Analyst,,Hays,719,3.6,https://www.indeed.hk//rc/clk?jk=88fdbc673697aa96&fccid=31670bef3ae6497b&vjs=3,Hong Kong,"Hong KongYour new company is a fast-growing Hong Kong based Asset Management company. Home-grown but hasn’t limited the client range. They have attracted international investors that help to drive the business growth globally.


Your new role

In this role you will be responsible for:
According to the various data sources and provide business and customer insights, mainly to support the Global HR strategies and initiatives.
Data collection and develop insights from external and internal practices. Provide data analysis and presentation activities in support of Global HR initiatives
Support the Head of HR in different HR initiatives.
Provide technical support to the HR policies and practices.
Might play a role in planning & delivery of specific HR projects
Work with external HR vendors to abstract data insights


What you'll need to succeed

As the successful candidate you will have:
Bachelor degree in Statistic, Mathematics or related subject.
Basic working experiences in consulting industry, HR related functions.
Familiar with working environment consists of Python, R or Matlab.
Experience with visualization tools such as Tableau or PowerBI is preferred
With strong numerical and analytical skills and problem-solving ability


What you'll get in return

You will join an Asset Management company that is fasted-growing in Hong Kong, with the best package with bonus up to six months. Great opportunity for recent graduate with strong statistics or economics background and people who looking to build a career in HR.


What you need to do now

If you’re interested in this role, click “apply now” or for more information and a confidential discussion this role or to find out more about IT and Digital opportunities contact Carina Choi at +852-2230-7437 or Carina.Choi@hays.com.hk. Follow Hays for the most up-to-date career advice and insights on the world of work: #1155044",,,DA
838,30+ days ago,Data Analyst (Garment),Data Analyst,,Easy Job Centre,,,https://www.indeed.hk//rc/clk?jk=0f779d62006c8fa7&fccid=9569c3c2b5b79e0e&vjs=3,"Kwai Chung, New Territories","Kwai Chung, New TerritoriesResponsibilities

Provide various financial analusis to support business decisions by the management
Responsible for annual and periodic planning, forecasting, budgeting processes and monthly management reports
Review financial results and conduct analytical business performance reviews
Work with Business Analyst/it on enhancements of our reporting systems
Work on any ad hoc special projects, initiatives & presentation as assgined


Requirements

Form 5 or above
2-3 years or abvoe relevant experience in finanical analysis, exposure from MNC and knowledge of sQL Datebase are definitely advantageous
Dynamic personality with good communication and interpersonal skills
Good team player, self driven, responsible and process improvement-oriented
Analytical, sensitive and strong in figures
Excellent MS Office application particularly in Excel and PowerPoint
Proficiency in both written and spoken English and Chinese
Salary: 15000 - 20000

Benefits: 13 Months Salary, Depending Bonus, Medical Scheme (General), MPF, Annual Leave ( 10 ),

Holidays: Bank Holiday

Industry: Garment

Location: Kwai Chung

Experience:

Education: F.5",3,3,DA
839,17 days ago,Data Analyst,Data Analyst,,Peoplebank,,,https://www.indeed.hk//rc/clk?jk=1365825925fc42e6&fccid=c90e910978217fed&vjs=3,"Kwun Tong, Kowloon","Kwun Tong, KowloonPermanentResponsibilities
Monitor business applications data integrity (merchandising, shipping and accounting applications)
Provide ongoing support to users requiring assistance with applications
Assist users with assessment and implementation of software enhancements and translate them into technical specifications to vendors
Liaise with vendors to issue and follow up change requests
Maintain application data
Provide users with training on applications (business applications, excel)
Take part into IT project regarding implementation of an ERP
Any other ad-hoc projects
Job requirements:
Degree in Computer Science, Information Technology or related discipline
Ideally with 1 or 2 years of relevant working experience
Self-motived, team player, strong sense of responsibility, positive working attitude
Proficient in spoken and written English, Chinese and Mandarin
Proficient in Microsoft Office (Excel, PowerPoint, Word)
Knowledge in Programming (SQL and VBA)
Database skills: Oracle, MSSQL
Fred graduates are welcome",2,2,DA
840,30+ days ago,"Analyst, Data Quality (25K)",Data Analyst,,Bravo Personnel Consultancy Limited,,,https://www.indeed.hk//rc/clk?jk=9c2d99d6eed86a45&fccid=868bbc13eada5590&vjs=3,"Wan Chai, Hong Kong Island","Wan Chai, Hong Kong IslandComplete data dictionary, data quality controls and tests to enable Solvency II compliancePerform data quality testing and populate results in a data quality dashboardSupport the Data Quality Working Group with the follow-up of data quality issues identifiedSupport the transition and handover of data quality activitiesAssist Manager to ensure the deliverables are of an appropriate qualityProvide ad hoc support to project
best football odds and expert soccer predictions best football predictions from oddslot today football predictions from the experts


Qualifications:

University graduate in Statistics, Mathematics or Actuarial Science; preferably with pass in at least 2 actuarial exam papers3 years’ financial service experience, experience with a Life Insurer an advantageData management, data profiling, quality assessment experience essentialProficient with tools include MS Access, SQL, Excel and PowerPointProficient in both oral and written English and Chinese
swiss replica watches


Benefits:


Five days a week",3,3,DA
841,30+ days ago,Analyst Programmer - Data Warehouse,Data Analyst,,Mandurah Consultancy,,,https://www.indeed.hk//rc/clk?jk=69612cda76b4472f&fccid=524923cc2e0ed901&vjs=3,Hong Kong,"Hong KongOur clients are all well-establish and reputed sizable organization with branches across the globe/expansion in other region.

Analyze user requirements, perform feasibility studies and impact analysis
Perform technical design, development, unit testing and development integration testing to deliver high performance, scalable, flexible and reliable software systems
Work with project teams from oversea to perform system integration, testing and production environment setup, deployment and release
Produce high quality deliverables based on thorough understanding of business requirements
Provide technical supports during system development and production roll-out
Requirement: :
Bachelor degree or above in Computer Science or related discipline
3+ years solid experience in data warehouse, ETL, BI/Reporting tools
Proficiency in PL/SQL for Oracle with good knowledge in Jave/J2EE and JavaScript",,,DA
