ID,Time,Title,Category,Salary,Company,companyReviews,companyRating,Url,Location,Description,min_experience,max_experience,short_type
603,30+ days ago,Manager / Senior Analyst – Financial/Business Investment,Business Analyst,,Mandurah Consultancy,,,https://www.indeed.hk//rc/clk?jk=b03ccd833b85c45c&fccid=524923cc2e0ed901&vjs=3,"Central and Western District, Hong Kong Island","Central and Western District, Hong Kong IslandOur client is a FT500 IT&T firm with branches across the globe and now looking for potential incumbents to join their team.

Participate in formulating short to long term investment strategies, including but not limited to M&A, direct investment, etc.
Responsible for business cases development with extensive insights of marketing research data and analysis, scope of investment, ROI, recommendation, etc.
Perform investigation, due diligent and identify potential risk; carry out financial modelling to effective the investment plans
Work closely with Legal team and auditors to ensure the investment plans and each activities/steps are compliance with relevant regulations
Requirement: :
Bachelor degree or above in Finance, Accounting or related discipline
Qualified CPA / CFA or equivalent is a must
3+ years relevant experience in financial / business investment, M&A and/or business planning
Hands-on experience in business cases development with strong business sense and numerical, analytical and presentation skill
Strong in operating various analytical tools and computer skills, e.g. VBA, Excel, Access, Powerpoint, etc.
Good command of both spoken and written English and Chinese including Cantonese and Mandarin
Occasional overseas trips are required",,,BA
604,14 days ago,Senior Business Analyst - E - commerce,Business Analyst,,Washington Frank,,,https://www.indeed.hk//rc/clk?jk=e5c025c8da92ee42&fccid=cb9285e8f83d93f4&vjs=3,Hong Kong Island,"Hong Kong IslandPermanentOur client is a Hong Kong leading retail company. The head of e-commerce team is looking for a senior business analyst to join the e-commerce team to boost their online platform.

Responsibilities:
Responsible for end-to-end project management to drive business growth and operation optimizationUnderstand business needs and able to propose appropriate digital & ecommerce solutionsLiaise and coordinate with internal department & external vendorsWork closely with in house for on-time delivery of assigned work streamsManage project daily tasks and report status timely with proper documentationEnsure successful delivery within agreed time, cost and quality targetsProvide project coordination and administrative support to Senior E-Commerce Manager
Requirements:
University graduate in Business, E-commerce, Information System or related disciplinesMinimum of 5 years working experience on eCommerce & digital projectsGood understanding of Mobile and Web technologies.Good knowledge and understanding of different systems, and after sales service management systemExperience in AGILE Project Management (APM) is a plusEnjoy a dynamic and multi-tasking working environmentStrong sense of ownership and responsibilitySelf-motivated & well-organized personGood analytical and problem solving skills, self-initiated, attentive to details and customer focusedGood communication skills


Attracted remuneration package will be offered to the successful candidate, if your skillset match to our requirement, please send your updated CV to i.zeng@washingtonfrank.com.

Washington Frank is a leading global provider of ERP recruitment solutions across all major ERP applications. With offices in London, New York and Melbourne, all staffed with experienced multilingual ERP recruitment consultants, we provide the best regional and global ERP recruitment services to suit the needs of our clients.
Apply Now",5,5,BA
605,30+ days ago,Senior SAP Business Analyst - FICO (MNC),Business Analyst,,NeoMas Professional Services,,,https://www.indeed.hk//rc/clk?jk=b03223a96287374c&fccid=64c11f6ac82d674b&vjs=3,Hong Kong,"Hong Kong4-5 yrs Experience
35-50K
Company Nature: A multinational brand in innovative product


Responsibilities:
The purpose of the role is to support business initiatives and support the FICO and in the long run support the global brandsTo support the SAP FICO module on issue , changes and projectsDesign and realize solutions in SAP FICO and in compliance with Business requirementExecute projects or tasks professionally in accordance with project plan and company’s methodologies.Establish sound working relationships with Key Business stakeholders.Strong business sense and excellent analytical, problem solving and troubleshooting skills and able Identify and support issues related to SAP FICO .Help implement changes or projects related to SAP FICO . E.g Rollout SAP to global brands

Requirements:
University degree in IT or equivalent
-At least 4 -5 years of experience in SAP FICO implementation with at least 2 full cycles
Experience in business requirements analysis, business process design, SAP system design and configuration, system testing and user training and go-live supportExcellent command of written and spoken EnglishSAP FICO certifiedSAP ECC experience or knowledgeAble to manage a project",5,5,BA
606,30+ days ago,"APAC Senior Business Analyst, SAP SD/MM",Business Analyst,,Hillman Ross,,,https://www.indeed.hk//rc/clk?jk=2ad0cdce722aec97&fccid=619397f1d2f36501&vjs=3,Hong Kong,"Hong KongPermanentContract Type: Permanent

Location: Hong Kong, Hong Kong

Industry:
Information Technology

Salary: Bonus

Reference: 8586_1545962288

Contact Name: Vincent Chou

Contact Email: Vincent.chou@hillmanross.com

Job Published: December 28, 2018 09:58
Job Description
Due to rapid expansion, our client a global fashion brand is currently looking for a Senior Business Analyst to join their APAC IT Supply Chain Systems team to support JDA Enterprise Planning & Allocation and SAP SD/MM.
We are now seeking for an APAC SENIOR BUSINESS ANALYST, SAP SD/MM

RESPONSIBILITIES
Participate in large-scale, systems implementation projects by acting as a liaison between the business and IT groups
Project coordination, follow up on deliverables and vendor communication
Support activities including new system development, existing system enhancement, process flow design documentation, and review presentation materials
Review system and technical design documents with solution architects, located globally
Analyze and translate business processes into requirements and solutions
Provide subject matter expertise in the area of wholesale business, retail business, and commercial finance
Design data integration requirements between planning tools and both upstream and downstream processes and systems
Perform cross-functional inspection for processes and systems incompatibility
Establish materials and guidelines for business team training as well as documentation supporting software development life cycle
Provide guidance to junior staff members within the team
QUALIFICATIONS
8+ years of experience as an IT Business Analyst with experience in leading small projects and being part of large initiatives
Strong working experience with implementations of SAP SD/MM modules
Knowledge of Manhattan Associates DOM, or JDA Enterprise Planning and Allocation, is preferred
Strong experience in project management
Excellent communication skills and presentation skills
Strong customer, quality, and results orientation
Team player with the ability to inspire, lead, train, motivate and collaborate with others throughout APAC region
Must be flexible and able to work in a fast-paced environment
Fluency in English and able to communicate in Mandarin Chinese
APPLY FOR THIS JOB
Interested candidate please CLICK apply button to apply online or send your resume in MS Word format to Hillman Ross Recruitment Solution Professional


For more information please contact Vincent Chou +852 2986 1982


Please note that only shortlisted candidate will be notified. All information will be treated in strict confidence and solely used for recruitment purposes.",,,BA
607,30+ days ago,Business Solution Analyst,Business Analyst,,Kelly Services,,3.9,https://www.indeed.hk//rc/clk?jk=923e0c29d17ffa6e&fccid=26a0583287ba1940&vjs=3,Hong Kong,"Hong KongPermanentAccountabilities
Gather & analysis business requirements and propose design solutions
Participate in business application development and enhancement on Data Warehousing/ Data Analytic / CRM/ Big Data
Manage/coordinate with vendor and 3rd parties to implement/deploy application systems
Provide system support, including user inquiry and problem solving",,,BA
608,12 days ago,"Senior System Analyst - Business Intelligence, Commercial",Business Analyst,,Robert Walters,68,3.5,https://www.indeed.hk//rc/clk?jk=0987be2df51e1872&fccid=f01c2f55ec3054bf&vjs=3,Hong Kong,"Hong KongSalary attractive bobus, medical, training
Location Hong Kong
FULL_TIME
Consultant Pinki Chan
New headcount for BI expert to join the team, handle BI development projects.
Responsibilities
Gather and analyst requirement from internal divisions such as Sales & Marketing, Finance, Logistics etc, provide Business Intelligence and Analytics SolutionWork with external vendor and regional BI team, leading BI design, development and deploymentManage BI development project plans, schedule, deliverable and assessmentsDesign and develop dashboard, propose different BI solutions that can fit in business needsProvide technical advice and support for data requirements, dataflow and data definitionsPerform documentation & guideline on how BI solutions support business processes and its related workflows

Job Requirements
Degree Holder in Computer Science, Information System or Data ManagementMin 8 years experience in business intelligence, solid experience in managing end-to-end BI projectsExperience in implementing new BI tools and setting up Data Warehouse will be a plusTechnically proficiency in Tableau / SAP BO / Cognos / OBIEEExcellent communication skills in Cantonese and English
Get in touch
Pinki Chan
+852 2103 5397
pinki.chan@robertwalters.com.hk",8,8,BA
609,30+ days ago,Senior Lead Integration Architect and Business Analyst,Business Analyst,,Talent Connect Limited,,,https://www.indeed.hk//rc/clk?jk=8620bb1258f21b7b&fccid=89308812e41c645e&vjs=3,Hong Kong,"Hong KongCurrently we are looking for high calibre IT professional for a global SI company


The Jobs:

Responsible for the operational architecture for federated integration platform, including logical and physical models
Responsible for the end-to-end architecture of the overall solution and be the decision maker for the architectural design
Discuss and liaise with senior executive clients on the architectural design Lead the multi-national technical team in project delivery, and responsible for the end to end solution architecture design
Apply architectural principles, guidelines, standards, reference architecture, patterns & frameworks to deliver consistent and cost effective solutions
Support business leaders in the solution development for RFI response, proposals development as well as practice development
Participate or lead proof of concepts and prototypes
Provide thought leadership and drive consensus among the stakeholders
Pre-sales support, including architecture solution design and presentation


Requirements:

University degree in Computer Engineering or related disciplines
At least 10 years of experience as architect or lead architect on enterprise level applications
Able to quickly understand the business requirements and help the various stakeholders in visualizing the solution
Able to complete operational architecture for federated integration platform, including logical and physical models
Able to effectively lead and mentor the team on-the-ground to deliver the project
Experience in IBM product stack covering integration architecture components - WMB, MQ, WSRR, Datapower, WPS etc. is a must
Modeling techniques using UML.
Should have working experience in Together, Rational or other major modeling tools
Experience with Service Oriented Architecture (SOA) & Web Services Experience in Object Oriented Design.
Should have developed solutions using Design Patterns Strong knowledge of J2EE technologies, various UI technologies such as Portal, Ajax, JSPs, Struts, JSF, and/or Tiles
Development experience with various application servers (IBM WebSphere, JBoss)
Experience in delivering solutions with SSO and LDAP integration
Knowledge and experience in various RDBMS systems such as Oracle, DB2, MS-SQL & MySQL and Teradata

Please send your detailed resume with present and expected salaries in MS Word format to jobs@talentconnect.com.hk


(All information provided will be treated with strict confidence and will be used for recruitment purpose only.)",0,0,BA
610,30+ days ago,Business Analyst/Junior Project Manager-AI/ Cloud/ Block chain,Business Analyst,,Hillman Ross,,,https://www.indeed.hk//rc/clk?jk=9863b8a40ca3c0f8&fccid=619397f1d2f36501&vjs=3,Hong Kong Island,"Hong Kong IslandPermanentContract Type: Permanent

Location: Hong Kong Island, Hong Kong

Industry:
Information Technology

Salary: Negotiable

Reference: 9315_1560484325

Contact Name: Joyce Lee

Contact Email: joyce.lee@hillmanross.com

Job Published: June 20, 2019 17:15
Job Description
Our client is a Global digital transformation firm. This is an exciting opportunity to experience the Cutting-Edge Technologies! You are excited as being part of the team to learn new technologies and support client's digital journey.
We are now seeking for a BUSINESS ANALYST / JUNIOR PROJECT MANAGER
RESPONSIBILITIES
Define project scopes, estimating resource requirements and preparation of quality control planning
Coordinate with different parties include internal technical team for the project planning, checking and monitoring and make sure the project can meet our client's requirements and deliver the project on time with good quality
Understand issues raised by the customers, and be able to configure, trouble shoot and resolve their complex issues
Provide high quality project execution
Manage and coordinate with both internal and external stakeholders to facilitate project implementation
Work with project team to understand and assist with tracking all work, task and project assignments
Gathers all project information; schedules, change requests, tasks & project meetings
Assist in preparing system documentations including system specification and system testing
Able to assist in system development analysis is an advantage Requirements
QUALIFICATIONS
Ability to communicate effectively with both technical & non-technical customers or co-workers
Good at prioritizing work load, working independently and managing work to defined schedules
Proactive, self-motivated, hardworking and a team player with good trouble-shooting skills.
Customer oriented, consistent, reliable performer with an excellent work ethic and able to work under pressure, flexible ""can-do"" attitude
Solid analytical thinking and problem-solving skills
Good verbal and written communication in English and Chinese
Bachelor's degree in Computer Science, IT or related disciplines
1-2 years solid experience in project coordination in IT or software field
APPLY FOR THIS JOB
Interested candidate please CLICK apply button to apply online or send your resume in MS Word format to Hillman Ross Recruitment Solution Professional

Please note that only shortlisted candidate will be notified. All information will be treated in strict confidence and solely used for recruitment purposes.",2,2,BA
611,8 days ago,(senior) business intelligence analyst (18-30k),Business Analyst,,Randstad,,3.7,https://www.indeed.hk//rc/clk?jk=85c5abfd0a695be3&fccid=f8b265243da9f9d7&vjs=3,Hong Kong,"Hong KongPermanentabout the company.

Our client is a leading worldwide service quality marketing company. They have a diversified client portfolio whom they advise and consult by building bespoke analytics solution to answer key questions. By leveraging off data analytics, market research and competitive analysis, they are able to transform while providing business values to their blue-chip clients as well as prestigious luxury companies.
about the team.
Due to it's ""flat-structure,"" your colleagues will become your family. You will be able to drive initiatives, suggest new ideas and be part of new thought-leadership. Everyone is driven, passionate and motivated to make a difference, take part of the fun too! They are currently looking for a (Senior) Business Intelligence Analyst to be part of their young and energetic team.
about the job.
Consult and discuss with clients to prepare and implement all necessary materials for missions launch
Research and execute market studies by providing reports and presentations
Work with the team to summarize, translate and deliver the final results of quantitative insights as a persuasive story
Compile the dashboards & deliver the insights intelligence, market recommendations and implement improvements
Client facing including communicating with clients, suggesting solutions and maintaining a good relationship with them
Build expertise on several methodologies and industries and develop an exceptional combination of both technical and business skills
skills & experiences required.
Bachelor's or Master's degree holder in Marketing, Statistics, Economics, Mathematics or related fields
1-5+ years of relevant experience in an international environment in market research, statistical analysis, data analysis, or related fields
Experienced in at least two of the following statistical software: Excel (VBA), R, Python, SQL, etc...
Excellent communication skills and the ability to work collaborative in a team environment
Knowledgable with working with luxury retail, cosmetics, technology or related clients
If you're interested in this role, click 'apply now' with an updated copy of your CV, or please contact JJ How via jj.how@randstad.com.hk or (852) 2232 3429.",,,BA
612,30+ days ago,Senior System Analyst - Business Intelligence,Business Analyst,,A.S. Watson Group,47,3.4,https://www.indeed.hk//rc/clk?jk=763cd4c08d8cf539&fccid=1f593f8528f0c819&vjs=3,"Fo Tan, New Territories","Fo Tan, New TerritoriesContract, PermanentJob Responsibilities

Work closely with the Team Leader / Application Manager and the Business Units to be responsible for system analysis, design, development, testing and system implementation
Engage with business users, review business needs and drive business process improvement with IT solution
Coordinate with vendor to define project scope, review system quality and deliver solution from end-to-end
Build ETL and develop data infrastructure for scalable data warehousing for analytics purposes
Coordinate with other teams on interdependencies (upstream systems) that impact BO Systems
Manage projects and collaborate within and across the wider IT teams
Job Requirements
University (or college) graduate in Information Technology, Computer Science or relevant discipline
Proven experience involving in full lifecycle of BI implementations, with SAP Business Objects implementations experience as a plus
Strong interpersonal skills and able to communicate effectively
Eager to explore new IT tools and solution
Possess strong SQL skills, especially Oracle
Database 12c with OCA and OCP as a plus
Candidates with less experience will be considered as System Analyst / Analyst Programmer",,,BA
613,15 days ago,Business Analyst/ Project Manager/ PMO/ IT Administrator/ Procurement/ QA/ Trainee,Business Analyst,,Seamatch Asia,,,https://www.indeed.hk//rc/clk?jk=abd810647b855359&fccid=f4b6db984c9a7118&vjs=3,Hong Kong,"Hong KongOur clients are large corp, we are looking for talents to join the expanding teams.



Job Description:

IT Administrator
Responsibilities:

Provide administrative support to project teams;
Coordinate with internal and external parties for meeting and logistics arrangement;
Maintain inventory records;
Prepare various reports related to procurement and project progress; and
Provide clerical support to various IT business units.


Senior Business Analyst / Project Manager

Responsible for Banking / Digital / IT project management, including user requirements collection, user experience design, UAT, platform support
Liaise and coordinate with internal department & external vendors
Regularly working with business users and IT technicians in enhancing the project performance
Monitor project daily tasks and report status timely with proper documentation
Coordinate activities in SDLC of IT projects to ensure meeting quality and schedule
Communicate with internal teammates and various business units to follow up project status
PMO / Project Executive / QA Officer / Project Management Assistant / IT Trainee (Fresh welcome)

Communicate with customers to analyze functional and nonfunctional requirements;
Prepare system documentations including functional specification and system testing;
Prepare training materials and provide user training and implementation support;
Participate in user acceptance test, and actively support system migration;






Job Requirement:

IT Administrator
Requirements:

Minimum 4 years' relevant working experience in administrative support preferably in sizeable organization;
Proficiency in Microsoft Office, especially in Microsoft Excel and Microsoft SharePoint;
Independent, systematic and detail-minded;
Good communication and inter-personal skills;
Good command of both Cantonese & English
PMO / Project Executive / QA Officer / Project Management Assistant / IT Trainee (Fresh welcome)
Degree, 2-3 years related experience (less experience consider as Project Assistant / IT Trainee)
Computer Science, Information Technology or related; OR
Financial Engineering, Quantitative Finance, Mathematics, Statistics, Finance, Risk Management, Economics, Accounting, Information System or related disciplines; OR
Multimedia
Hard-working, good communication in Chinese & English
Good Academic Results in DSE or public exam is a big plus
IT Procurement
Requirements:

High Diploma in Purchasing, Logistics, Business or related discipline;
Minimum 2-5 years of relevant experience in Procurement;
Strong in problem solving, analytical and negotiation skills and able to work under pressure;
Good communication with overseas & local vendors;
Good writing skills (both Chinese & English);
Good knowledge of PC applications such as MS Word, Excel, PowerPoint and
Chinese typing;
Sensitive in numbers and good in calculation;
Experience in handling international licenses with global vendors is preferred;
Working experience in IT related firms would be an advantage.",,5,BA
614,30+ days ago,DEPUTY CHIEF BUSINESS ANALYST,Business Analyst,,SUPER Corporate Consultancy Group,,,https://www.indeed.hk//rc/clk?jk=74c0509f54badbcf&fccid=970825c9e106a8c4&vjs=3,"Central and Western District, Hong Kong Island","Central and Western District, Hong Kong IslandTemporaryJob Description
Responsibilities:

Work with users to identify system needs and produce specifications for the system requirement and contribute to process reengineering according to strategic direction and business plan;
Establish detailed acceptance test procedures, coordinate and conduct joint testing with end users, provide users training and document user procedures;
Liaise with various internal teams and external parties for the most effective and efficient solutions.


Requirements:

Degree holder in Computer Science, Business Administration, Information Systems or related disciplines with a minimum of 5 years’ experience in business analysis role in retail banking related system;
Good knowledge of SAS business analytics;
Strong inter-personal skills with a drive to deliver top quality solutions, and ability to build and manage successful relationships with counterparts and IT team;
A Gratuity will be granted upon completion of the contract.",5,5,BA
615,30+ days ago,"Senior IT Business Analyst, Luxury Industry",Business Analyst,,Headsearch21 Consultancy Limited,,,https://www.indeed.hk//rc/clk?jk=de4d7cfbdf36d2db&fccid=319aba462a9ff734&vjs=3,Hong Kong,"Hong KongResponsibilities:

Carry out business analysis and user requirement studies
Investigate the functional design according to business requirements and business workflow specification
Prepare test plans, conduct quality assurance test, coordinate UAT
Facilitate and balance the requirements among different stakeholders
Be the key interface between business stakeholders and development team & liaise with those team on resources allocation or scheduling of tasks


Requirements:

Degree in Business Studies / Information System or related disciplines with experience in Supply Chain Management / luxury retail industry an advantage
5 yrs working experience as Business Analyst
SQL skillset is preferred for troubleshooting / data extracts



Interested parties, please click the ""Apply Now"" or send your resume (in MS word format) with current and expected salary to cv@headsearch21.com
For more information please contact Ms. Cassie Chan at +852 3188 3078.

All information collected will be treated in strict confidence and be used for recruitment purpose only.",,,BA
616,1 day ago,business analyst (digital / ecommerce),Business Analyst,,Randstad,,3.7,https://www.indeed.hk//rc/clk?jk=1196ac5d7bc66686&fccid=f8b265243da9f9d7&vjs=3,Hong Kong,"Hong KongPermanentabout the company.
My client is a digital house with exposure across various global regions. Due to expansion of their business in 2019, they are now looking for a Business Analyst to join their exciting team in Hong Kong.
about the team.
You will be working under the product team to collaborate with cross-functional teams such as software development and end users, as well as internal & external parties.
about the job.
Support and lead user and technology requirement gathering sessions and translate requirements to software specifications, process flow diagrams and user stories.
Collaborate with the Engineering team (Software Engineers and Architects) to develop and validate the solutions.
Coordinate User Acceptance Testing to validate the implemented solution with users.
Communicate with diverse internal partners and vendors.
Assist Senior Product Owners and Product Managers with research, technical analysis and ad-hoc data investigations.
skills & experiences required.
2+ years of experience in digital or ecommerce development
Previous experience documenting CRM integrations
Good analytical skills with high attention to detail and accuracy
Knowledge and understanding of project management methodologies: used in waterfall or Agile development projects
Ability to understand client concerns, questions, and problems
Experience defining and/or developing business requirements that require integration of multiple technology systems
If you are interested to apply, please press ""Apply Now"" below or come to visit our website at Randstad HK. For more details, feel free to contact Gerald Leung at 2232 3445 or email at gerald.leung@randstad.com.hk",,,BA
617,30+ days ago,System Analyst - Customer Business Matching Platform,Business Analyst,,Pacific Careers,,,https://www.indeed.hk//rc/clk?jk=7e23b09c75cc80e5&fccid=8aa104e7f8db0cd3&vjs=3,Hong Kong,"Hong KongRequirement :
IT Search License No.: 56641

Pacific Career License No.: 56575


Report to IT Manager

Site at Wan Chai or TKO


Responsibilities:

Report to IT Manager

Take leading role in the whole SDLC (i.e. Project planning, System development, testing, deployment and support)

Help users to express their needs and translate into user requirements

Prepare user requirements specification and identify suitable IT solutions

Make synergy with existing systems and new technologies

Propose and design the system to cope with the future 3-year needs

Prepare the functional specification and tender documentations

Manage the users and vendors to make sure the project delivered on time and in good quality

Lead the development team and vendor to achieve the project success


Requirements:

Degree or above in computer science or related discipline

10 years experiences in related field with at least 5 years perform Senior/System Analyst role

Solid hands-on experience in JavaEE, .NET, JQuery, Microsoft SQL Server 2012/2016, MS SQL SSIS, Mobile App development, Responsive Web application implementation, Web Service is a must

Experience in Cloud platform (Azure and AWS), SQL Azure, MySQL/MariaDB, Oracle, Gitlab will be a definite advantage

Have experience and knowledge of large scale mission-critical web application support and maintenance

Proven knowledge on vendor management and tender/RFQ preparation.

Familiar with mega fair and international conference business operation

Good command in written and oral English

Able to work under pressure and tight schedule;

Willing to support 24x7 mission critical web application

Candidate with more experience can carry the title Senior System Analyst",0,5,BA
618,30+ days ago,Project Manager / Business Analyst / System Analyst / Project Assistant / UAT / IT Trainee,Business Analyst,,Seamatch Asia,,,https://www.indeed.hk//rc/clk?jk=473ef8341e8e7c8b&fccid=f4b6db984c9a7118&vjs=3,Hong Kong,"Hong KongJob Description:

Project Manager / Senior System Analyst / Analyst Programmer /Programmer (upto 60K+)
Projects of Banking / Commercial / Government / Semi-Gov't
Key responsibilities:

Analyse project requirements and determine development scope and provide time estimates for completion.
Perform System Design, Build and Test new Application
Provide enhancement, improvements and maintenance tasks on existing applications
Proactively make recommendations for process improvement and automation
Make decisions on appropriate design or development techniques


IT Trainee/ Junior Programmer / Project Assistant / UAT (Fresh /Junior Welcome)

Programming/ Mobile Developer:

Responsible for on-going in-house Web applications and Mobile Apps developments and enhancements
Either experience Java or C#, .NET programming are welcome
Involve in coding, testing, UAT
Provide business applications support for the programming system
Business Analyst / Project Assistant / Tester (Banking / Web Mobile):

Participate in business and systems projects and ensure quality delivery of the systems
Lead requirements gathering, analysis and prepare user requirement specifications in accordance with business needs
Manage requirements throughout project life cycles
Prepare test plan and participate in quality assurance testing cycles
Conduct SIT to ensure the enhanced systems meet the requirement specifications
Support UAT, prepare user manual and conduct training




Job Requirement:

Requirements:

Higher Diploma or University Graduates in Computer Science or equivalent;
Good experience in Java / .NET / Mobile (iOS, Android, ARVR) / PHP / Oracle EBS / Oracle Forms Reports / SAP / ABAP
Team Work and Good communication in Cantonese and English
6-8 years experience will consider for Senior Role",,8,BA
619,30+ days ago,BUSINESS PROCESS ANALYST / SENIOR PROJECT ANALYST (PROCESS IMPROVEMENT),Business Analyst,,SUPER Corporate Consultancy Group,,,https://www.indeed.hk//rc/clk?jk=e188774b80f59398&fccid=970825c9e106a8c4&vjs=3,"Central and Western District, Hong Kong Island","Central and Western District, Hong Kong IslandJob Description
Responsibilities:

To conduct review on existing business process to identifying current weakness process;
Perform complex research and analyze collected data from different business system by using robust analytical and statistical methods to locate the weakness;
Develop and improve business processes, facilitating standardizations to drive successful;
Liaise with various business unit or parties to motivate the business process improvements for institution continue growth;
Act as technical advisor and spearhead to drive the project implementation with project stakeholders.


Requirements:

Degree holder in Information System, Computer Science, Business or related disciplines;
> 5 years’ experience in IT industry with at least 2 years solid experience on analyze business workflow or project management;
Proficient in process management skills and tools, such as Six Sigma and PMP;
Detail-minded & Analytical sense, excellent reporting skills;
Excellent written and spoken English, Chinese & Mandarin.",2,5,BA
620,30+ days ago,IT Trainee - Programmer/ Business Analyst/ Technical Support,Business Analyst,,Seamatch Asia,,,https://www.indeed.hk//rc/clk?jk=b99311ff5acb8f24&fccid=f4b6db984c9a7118&vjs=3,Hong Kong,"Hong KongOur client is looking for the talent to join their team.


Job Description:

Programming/ Mobile Developer

Responsibilities:

Responsible for on-going in-house Web applications and Mobile Apps developments and enhancements
Either experience Java or C#, .NET programming are welcome
Involve in coding, testing, UAT
Provide business applications support for the programming system
Business Analyst

Responsibilities

Participate in business and systems projects and ensure quality delivery of the systems
Lead requirements gathering, analysis and prepare user requirement specifications in accordance with business needs
Manage requirements throughout project life cycles
Prepare test plan and participate in quality assurance testing cycles
Conduct SIT to ensure the enhanced systems meet the requirement specifications
Support UAT, prepare user manual and conduct training
Assist project team members with the development of project documentation
Analyze business processes, identify problem areas of systems and recommend solutions
Co-ordinate with users of different areas , investigate & resolve issues and concerns raised by users
Prioritizing initiatives based on business needs and requirements
Monitoring deliverables and ensuring timely completion of projects



(Senior/ Junior) Technical Support

Responsibilitie

Responsible for daily backup of various systems, reports generation and distribution
IT support to end users
Conduct daily operation tasks such as support call handling, network equipment monitoring, batch processing and emergency support as assigned by superior
Assist in the installation of the terminal front end software




Job Requirement:

Programming/ Mobile Developer

Requirements:

Degree in Electronics, Computer, Information Engineering or equivalent
Interest on programming
Coding is requirement
Internship or school project on coding is advantage
Fresh graduates are welcome
Business Analyst
Requirements:

Degree holder with major in Computing
Excellent interpersonal, verbal and written communication skills
(Senior/ Junior) Technical Support
Requirements:

Higher Diploma or above in Information Technology or related disciplines
Minimum 1 year experience in IT technical support role
Experience in PC setup, email system and mobile support, helpdesk support / back office operations
Basic networking knowledge
Excellent customer service attitude and team player
Co-operative, good sense of responsibility",,1,BA
621,30+ days ago,ERP Technical Business Analyst (C#.Net),Business Analyst,,Michael Page,244,3.4,https://www.indeed.hk//rc/clk?jk=47c442433d22fff1&fccid=77087bd1709a8148&vjs=3,Hong Kong,"Hong KongPermanentFunction:IT
Specialisation:ERP
Industry:FMCG (Fast Moving Consumer Goods)
Location:Hong Kong
Contract Type:Permanent
Consultant name:Eliza Lai
Consultant phone:+852 2848 9544
Job Reference:4028940",,,BA
622,14 days ago,Business Analyst – Technology & Digital Services,Business Analyst,,NEW WORLD CHINA LAND LIMITED,,,https://www.indeed.hk//rc/clk?jk=9d7a5687f677bfb3&fccid=8b06771daa55467b&vjs=3,Hong Kong,"Hong KongResponsibilities:
Work with business and IT project team closely to liaise business requirements, planning, and ongoing improvement etc.;
Responsible for requirement collections and specifications with business users, and prepare technical specification according to the requirements;
Identify business users' objectives, process, products and services through business analysis activities;
Prepare product design documentation, procedures manuals and training materials;
Conduct testing to ensure the systems is well developed according to the requirements;
Coordinate and manage UAT with users, and maintain related documentation and training for users.
Keep track of change requests and consolidate with system change priority.
Deliver user training, go-live & post implementation support;
Liaise with external vendors along the development and maintenance of application solutions;
Acting as the bridge between internal user and vendor to clarify system requirements;
Assist project manager on project scope, estimation and planning.

Requirements:
University degree holder or above in Computer Science, Information Technology or related discipline;
At least 2 years solid experience in building/construction industry or large-scale development;
Experience in construction project cost management solution will be an advantage;
Experience in delivery the full SDLC model in Agile / Waterfall framework;
Strong analytical and problem-solving skills are required;
Experience in Microsoft SQL, ASP.Net MVC will be an advantage;
Relevant experience in AI / IoT / Cloud / Big Data / Machine Learning / BIM integration will be an advantage;
Proficiency in MS Office tools (Word, PowerPoint, Excel, Projects);
Excellent communication and interpersonal skills;
Fluency in verbal and written English and Chinese communications essential, including Putonghua;
Self-motivated, possess analytical-mind and creative/excellent problem-solving skills;
Occasionally travel to PRC is required.

We offer competitive remuneration, 5 days work, life insurance, hospitalization and outpatient medical schemes, and other fringe benefits to the right candidate. Interested candidates, please forward your full resume with current and expected salary to Human Resources Department at 9/F, New World Tower 1, 18 Queen’s Road Central, Hong Kong or e-mail to nwcl-recruit@nwcl.com.hk.
(Personal data collected will be used for recruitment purpose only. All collected information will be kept on our files for 24 months.)",2,2,BA
623,30+ days ago,E-Commerce Business Analysts,Business Analyst,,AMAC Human Resources Consultants,,,https://www.indeed.hk//rc/clk?jk=593448b4fb95f8d5&fccid=17a00382a7a9f280&vjs=3,Hong Kong,"Hong KongNegotiable Per Month
E-Commerce Business Analysts
University graduate with 2 years experience in market research,
 business & statistical analysis or business development
Good analytical skills, be very comfortable with numbers and
 detail-oriented
B grade or above in HKCEE Mathematics (O-level) is a mustEnthusiastic self-starters who enjoy quantitative problem-solving
 & building business in new markets
Experience in selling on eBay and Amazon a significant advantageGood communication skill in English is a must and an understanding
 of the US and European consumer markets is added advantage
Experienced professional would be considered for more senior positions
Job Duties:
The analyst will work directly under the department head to
 execute various functions: data compilation and analysis
 administrative project tasks; and inter-departmental coordination
Occasional travel to Shenzhen and Guangzhou offices is required

Ref.A-45812",2,2,BA
